data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,National Short Term Rating,F1+(bra),2026-03-05,Affirmed,,2026-06-08
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,Local Currency Short Term Issuer Default Rating,B,2026-03-05,Affirmed,,2026-06-08
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,Support Rating Floor,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,Support Rating,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,Viability Rating,WD,2012-10-24,Withdrawn,,2026-06-08
,Banco da Amazonia S.A.,https://www.fitchratings.com/entity/banco-da-amazonia-sa-80543406,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Long Term Issuer Default Rating,BB,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Short Term Issuer Default Rating,B,2026-03-05,Affirmed,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,National Short Term Rating,F1+(bra),2026-03-05,Affirmed,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Local Currency Short Term Issuer Default Rating,B,2026-03-05,Affirmed,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Government Support Rating,bb,2026-03-05,Affirmed,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Local Currency Long Term Issuer Default Rating,BB,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,National Long Term Rating,AAA(bra),2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Support Rating,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Support Rating Floor,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Viability Rating,WD,2012-10-24,Withdrawn,,2026-06-08
,Banco do Nordeste do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-nordeste-do-brasil-sa-80092110,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Long Term Issuer Default Rating,BB,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Short Term Issuer Default Rating,B,2026-03-05,Affirmed,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Local Currency Short Term Issuer Default Rating,B,2026-03-05,Affirmed,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,National Short Term Rating,F1+(bra),2026-03-05,Affirmed,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Government Support Rating,bb,2026-03-05,Affirmed,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,National Long Term Rating,AAA(bra),2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Local Currency Long Term Issuer Default Rating,BB,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Support Rating Floor,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco Nacional de Desenvolvimento Economico e Social (BNDES),https://www.fitchratings.com/entity/banco-nacional-de-desenvolvimento-economico-e-social-bndes-80089767,Support Rating,WD,2022-06-01,Withdrawn,,2026-06-08
,MRS Logistica S.A.,https://www.fitchratings.com/entity/mrs-logistica-sa-mrs-80091464,Long Term Issuer Default Rating,BB+,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,MRS Logistica S.A.,https://www.fitchratings.com/entity/mrs-logistica-sa-mrs-80091464,Local Currency Long Term Issuer Default Rating,BBB-,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,MRS Logistica S.A.,https://www.fitchratings.com/entity/mrs-logistica-sa-mrs-80091464,National Long Term Rating,AAA(bra),2025-12-23,Affirmed,Rating Outlook Stable,2026-06-08
,Unidas Locacoes E Servicos S/A,https://www.fitchratings.com/entity/ouro-verde-locacao-e-servico-sa-88650059,Long Term Issuer Default Rating,BB-,2026-03-05,Affirmed,Rating Outlook Positive,2026-06-08
,Unidas Locacoes E Servicos S/A,https://www.fitchratings.com/entity/ouro-verde-locacao-e-servico-sa-88650059,Local Currency Long Term Issuer Default Rating,BB-,2026-03-05,Affirmed,Rating Outlook Positive,2026-06-08
,Unidas Locacoes E Servicos S/A,https://www.fitchratings.com/entity/ouro-verde-locacao-e-servico-sa-88650059,National Long Term Rating,AA(bra),2025-12-08,Affirmed,Rating Outlook Positive,2026-06-08
,Cruzeiro do Sul Educacional SA,https://www.fitchratings.com/entity/cruzeiro-do-sul-educacional-sa-97709589,National Long Term Rating,AA(bra),2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Localiza Rent a Car S.A.,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061,Long Term Issuer Default Rating,BB+,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Localiza Rent a Car S.A.,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061,Local Currency Long Term Issuer Default Rating,BB+,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Localiza Rent a Car S.A.,https://www.fitchratings.com/entity/localiza-rent-car-sa-90199061,National Long Term Rating,AAA(bra),2025-10-03,Affirmed,Rating Outlook Stable,2026-06-08
,Hidrovias do Brasil S.A.,https://www.fitchratings.com/entity/hidrovias-do-brasil-sa-96584762,Long Term Issuer Default Rating,BB+,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Hidrovias do Brasil S.A.,https://www.fitchratings.com/entity/hidrovias-do-brasil-sa-96584762,Local Currency Long Term Issuer Default Rating,BB+,2026-03-05,Affirmed,Rating Outlook Stable,2026-06-08
,Hidrovias do Brasil S.A.,https://www.fitchratings.com/entity/hidrovias-do-brasil-sa-96584762,National Long Term Rating,AAA(bra),2025-07-15,Upgrade,Rating Outlook Stable,2026-06-08
,Azul S.A.,https://www.fitchratings.com/entity/azul-sa-94775300,Long Term Issuer Default Rating,B-,2026-03-04,New Rating,Rating Outlook Stable,2026-06-08
,Azul S.A.,https://www.fitchratings.com/entity/azul-sa-94775300,National Long Term Rating,BBB-(bra),2026-03-04,New Rating,Rating Outlook Stable,2026-06-08
,Azul S.A.,https://www.fitchratings.com/entity/azul-sa-94775300,Local Currency Long Term Issuer Default Rating,B-,2026-03-04,New Rating,Rating Outlook Stable,2026-06-08
,Althaia S.A. Industria Farmaceutica,https://www.fitchratings.com/entity/althaia-sa-industria-farmaceutica-97666556,National Long Term Rating,A+(bra),2026-03-04,Affirmed,Rating Outlook Stable,2026-06-08
,Rumo Malha Norte S.A.,https://www.fitchratings.com/entity/rumo-malha-norte-sa-80614513,National Long Term Rating,AAA(bra),2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Rumo S.A.,https://www.fitchratings.com/entity/rumo-sa-80614433,Long Term Issuer Default Rating,BB+,2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Rumo S.A.,https://www.fitchratings.com/entity/rumo-sa-80614433,National Long Term Rating,AAA(bra),2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Rumo S.A.,https://www.fitchratings.com/entity/rumo-sa-80614433,Local Currency Long Term Issuer Default Rating,BB+,2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Rumo Malha Sul S.A.,https://www.fitchratings.com/entity/rumo-malha-sul-sa-87217992,National Long Term Rating,AAA(bra),2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Rumo Malha Paulista S.A.,https://www.fitchratings.com/entity/rumo-malha-paulista-sa-87217976,National Long Term Rating,AAA(bra),2026-03-04,Rating Watch On,Rating Watch Negative,2026-06-08
,Samarco Mineracao S.A.,https://www.fitchratings.com/entity/samarco-mineracao-sa-80089959,Long Term Issuer Default Rating,B,2026-03-04,Affirmed,Rating Outlook Positive,2026-06-08
,Samarco Mineracao S.A.,https://www.fitchratings.com/entity/samarco-mineracao-sa-80089959,Local Currency Long Term Issuer Default Rating,B,2026-03-04,Affirmed,Rating Outlook Positive,2026-06-08
,Samarco Mineracao S.A.,https://www.fitchratings.com/entity/samarco-mineracao-sa-80089959,National Long Term Rating,BBB+(bra),2025-09-04,Upgrade,Rating Outlook Positive,2026-06-08
,Vale S.A.,https://www.fitchratings.com/entity/vale-sa-80090452,Long Term Issuer Default Rating,BBB+,2026-03-04,Affirmed,Rating Outlook Stable,2026-06-08
,Vale S.A.,https://www.fitchratings.com/entity/vale-sa-80090452,Local Currency Long Term Issuer Default Rating,BBB+,2026-03-04,Affirmed,Rating Outlook Stable,2026-06-08
,Vale S.A.,https://www.fitchratings.com/entity/vale-sa-80090452,National Long Term Rating,AAA(bra),2025-10-23,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Energetica de Minas Gerais (CEMIG),https://www.fitchratings.com/entity/companhia-energetica-de-minas-gerais-cemig-80614480,Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Energetica de Minas Gerais (CEMIG),https://www.fitchratings.com/entity/companhia-energetica-de-minas-gerais-cemig-80614480,Local Currency Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Energetica de Minas Gerais (CEMIG),https://www.fitchratings.com/entity/companhia-energetica-de-minas-gerais-cemig-80614480,National Long Term Rating,AAA(bra),2025-10-06,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Distribuicao S.A.,https://www.fitchratings.com/entity/cemig-distribuicao-sa-83827065,Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Distribuicao S.A.,https://www.fitchratings.com/entity/cemig-distribuicao-sa-83827065,Local Currency Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Distribuicao S.A.,https://www.fitchratings.com/entity/cemig-distribuicao-sa-83827065,National Long Term Rating,AAA(bra),2025-10-06,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Geracao e Transmissao S.A.,https://www.fitchratings.com/entity/cemig-geracao-e-transmissao-sa-84963873,Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Geracao e Transmissao S.A.,https://www.fitchratings.com/entity/cemig-geracao-e-transmissao-sa-84963873,Local Currency Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Cemig Geracao e Transmissao S.A.,https://www.fitchratings.com/entity/cemig-geracao-e-transmissao-sa-84963873,National Long Term Rating,AAA(bra),2025-10-06,Affirmed,Rating Outlook Stable,2026-06-08
,Transmissora Alianca de Energia Eletrica S.A.,https://www.fitchratings.com/entity/transmissora-alianca-de-energia-eletrica-sa-90901890,Long Term Issuer Default Rating,BB+,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Transmissora Alianca de Energia Eletrica S.A.,https://www.fitchratings.com/entity/transmissora-alianca-de-energia-eletrica-sa-90901890,Local Currency Long Term Issuer Default Rating,BB+,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Transmissora Alianca de Energia Eletrica S.A.,https://www.fitchratings.com/entity/transmissora-alianca-de-energia-eletrica-sa-90901890,National Long Term Rating,AAA(bra),2025-12-04,Affirmed,Rating Outlook Stable,2026-06-08
,AXIA Energia S.A.,https://www.fitchratings.com/entity/centrais-eletricas-brasileiras-sa-eletrobras-80464173,Long Term Issuer Default Rating,BB-,2026-03-03,Affirmed,Rating Outlook Positive,2026-06-08
,AXIA Energia S.A.,https://www.fitchratings.com/entity/centrais-eletricas-brasileiras-sa-eletrobras-80464173,Local Currency Long Term Issuer Default Rating,BB-,2026-03-03,Affirmed,Rating Outlook Positive,2026-06-08
,AXIA Energia S.A.,https://www.fitchratings.com/entity/centrais-eletricas-brasileiras-sa-eletrobras-80464173,National Long Term Rating,AA(bra),2025-11-17,Affirmed,Rating Outlook Positive,2026-06-08
,AXIA Energia S.A.,https://www.fitchratings.com/entity/centrais-eletricas-brasileiras-sa-eletrobras-80464173,Standalone Credit Profile,WD,2022-06-15,Withdrawn,,2026-06-08
,Auren Energia S.A.,https://www.fitchratings.com/entity/vtrm-energia-participacoes-sa-97036543,Long Term Issuer Default Rating,BB+,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Auren Energia S.A.,https://www.fitchratings.com/entity/vtrm-energia-participacoes-sa-97036543,Local Currency Long Term Issuer Default Rating,BBB-,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Auren Energia S.A.,https://www.fitchratings.com/entity/vtrm-energia-participacoes-sa-97036543,Standalone Credit Profile,bb-,2025-12-30,New Rating,,2026-06-08
,Auren Energia S.A.,https://www.fitchratings.com/entity/vtrm-energia-participacoes-sa-97036543,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Energia S.A.,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394,Long Term Issuer Default Rating,BBB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Energia S.A.,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394,Local Currency Long Term Issuer Default Rating,BBB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Energia S.A.,https://www.fitchratings.com/entity/cpfl-energia-sa-80492394,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,Alupar Investimento S.A.,https://www.fitchratings.com/entity/alupar-investimento-sa-86661526,Long Term Issuer Default Rating,BB+,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Alupar Investimento S.A.,https://www.fitchratings.com/entity/alupar-investimento-sa-86661526,Local Currency Long Term Issuer Default Rating,BBB-,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Alupar Investimento S.A.,https://www.fitchratings.com/entity/alupar-investimento-sa-86661526,National Long Term Rating,AAA(bra),2025-12-23,Affirmed,Rating Outlook Stable,2026-06-08
,Minerva S.A.,https://www.fitchratings.com/entity/minerva-sa-84533869,Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Minerva S.A.,https://www.fitchratings.com/entity/minerva-sa-84533869,Local Currency Long Term Issuer Default Rating,BB,2026-03-03,Affirmed,Rating Outlook Stable,2026-06-08
,Minerva S.A.,https://www.fitchratings.com/entity/minerva-sa-84533869,National Long Term Rating,AAA(bra),2025-08-20,Upgrade,Rating Outlook Stable,2026-06-08
,Gerdau S.A.,https://www.fitchratings.com/entity/gerdau-sa-82273687,Long Term Issuer Default Rating,BBB,2026-03-02,Affirmed,Rating Outlook Stable,2026-06-08
,Gerdau S.A.,https://www.fitchratings.com/entity/gerdau-sa-82273687,Local Currency Long Term Issuer Default Rating,BBB,2026-03-02,Affirmed,Rating Outlook Stable,2026-06-08
,Gerdau S.A.,https://www.fitchratings.com/entity/gerdau-sa-82273687,National Long Term Rating,AAA(bra),2025-07-11,Affirmed,Rating Outlook Stable,2026-06-08
,Embraer S.A.,https://www.fitchratings.com/entity/embraer-sa-94402890,Long Term Issuer Default Rating,BBB-,2026-03-02,Affirmed,Rating Outlook Positive,2026-06-08
,Embraer S.A.,https://www.fitchratings.com/entity/embraer-sa-94402890,Local Currency Long Term Issuer Default Rating,BBB-,2026-03-02,Affirmed,Rating Outlook Positive,2026-06-08
,Embraer S.A.,https://www.fitchratings.com/entity/embraer-sa-94402890,National Long Term Rating,AAA(bra),2025-09-16,Affirmed,Rating Outlook Stable,2026-06-08
,GOL Linhas Aereas Inteligentes S.A.,https://www.fitchratings.com/entity/gol-linhas-aereas-inteligentes-sa-83366465,Long Term Issuer Default Rating,CCC+,2026-03-02,Affirmed,Rating Outlook Positive,2026-06-08
,GOL Linhas Aereas Inteligentes S.A.,https://www.fitchratings.com/entity/gol-linhas-aereas-inteligentes-sa-83366465,Local Currency Long Term Issuer Default Rating,CCC+,2026-03-02,Affirmed,Rating Outlook Positive,2026-06-08
,GOL Linhas Aereas Inteligentes S.A.,https://www.fitchratings.com/entity/gol-linhas-aereas-inteligentes-sa-83366465,National Long Term Rating,CCC+(bra),2025-07-31,Publish,Rating Outlook Positive,2026-06-08
,Usinas Siderurgicas de Minas Gerais S.A. (Usiminas),https://www.fitchratings.com/entity/usinas-siderurgicas-de-minas-gerais-sa-usiminas-84742070,Long Term Issuer Default Rating,BB,2026-03-02,Affirmed,Rating Outlook Stable,2026-06-08
