data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,Ambipar Participacoes e Empreendimentos S.A.,https://www.fitchratings.com/entity/ambipar-participacoes-e-empreendimentos-sa-97338527,Long Term Issuer Default Rating,D,2026-02-26,Affirmed,,2026-06-08
,Ambipar Participacoes e Empreendimentos S.A.,https://www.fitchratings.com/entity/ambipar-participacoes-e-empreendimentos-sa-97338527,Local Currency Long Term Issuer Default Rating,D,2026-02-26,Affirmed,,2026-06-08
,Ambipar Participacoes e Empreendimentos S.A.,https://www.fitchratings.com/entity/ambipar-participacoes-e-empreendimentos-sa-97338527,National Long Term Rating,D(bra),2025-10-22,Downgrade,,2026-06-08
,Natura Cosmeticos S.A.,https://www.fitchratings.com/entity/natura-cosmeticos-sa-90714090,Long Term Issuer Default Rating,BB+,2026-02-24,Affirmed,Rating Outlook Stable,2026-06-08
,Natura Cosmeticos S.A.,https://www.fitchratings.com/entity/natura-cosmeticos-sa-90714090,Local Currency Long Term Issuer Default Rating,BB+,2026-02-24,Affirmed,Rating Outlook Stable,2026-06-08
,Natura Cosmeticos S.A.,https://www.fitchratings.com/entity/natura-cosmeticos-sa-90714090,National Long Term Rating,AAA(bra),2025-07-16,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Siderurgica Nacional (CSN),https://www.fitchratings.com/entity/companhia-siderurgica-nacional-csn-80091767,Long Term Issuer Default Rating,B,2026-02-20,Downgrade,Rating Watch Negative,2026-06-08
,Companhia Siderurgica Nacional (CSN),https://www.fitchratings.com/entity/companhia-siderurgica-nacional-csn-80091767,Local Currency Long Term Issuer Default Rating,B,2026-02-20,Downgrade,Rating Watch Negative,2026-06-08
,Companhia Siderurgica Nacional (CSN),https://www.fitchratings.com/entity/companhia-siderurgica-nacional-csn-80091767,National Long Term Rating,BBB-(bra),2026-02-20,Downgrade,Rating Watch Negative,2026-06-08
,CSN Mineracao S.A.,https://www.fitchratings.com/entity/csn-mineracao-sa-97398072,National Long Term Rating,BBB-(bra),2026-02-20,Downgrade,Rating Watch Negative,2026-06-08
,Ache Laboratorios Farmaceuticos S.A.,https://www.fitchratings.com/entity/ache-laboratorios-farmaceuticos-sa-90982911,Long Term Issuer Default Rating,BB+,2026-02-13,Affirmed,Rating Outlook Stable,2026-06-08
,Ache Laboratorios Farmaceuticos S.A.,https://www.fitchratings.com/entity/ache-laboratorios-farmaceuticos-sa-90982911,Local Currency Long Term Issuer Default Rating,BB+,2026-02-13,Affirmed,Rating Outlook Stable,2026-06-08
,Ache Laboratorios Farmaceuticos S.A.,https://www.fitchratings.com/entity/ache-laboratorios-farmaceuticos-sa-90982911,National Long Term Rating,AAA(bra),2025-12-19,Affirmed,Rating Outlook Stable,2026-06-08
,Tupy S.A.,https://www.fitchratings.com/entity/tupy-sa-94298109,Long Term Issuer Default Rating,BB-,2026-02-13,Affirmed,Rating Outlook Stable,2026-06-08
,Tupy S.A.,https://www.fitchratings.com/entity/tupy-sa-94298109,Local Currency Long Term Issuer Default Rating,BB-,2026-02-13,Affirmed,Rating Outlook Stable,2026-06-08
,Tupy S.A.,https://www.fitchratings.com/entity/tupy-sa-94298109,National Long Term Rating,AA(bra),2025-11-13,Downgrade,Rating Outlook Stable,2026-06-08
,Braskem S.A.,https://www.fitchratings.com/entity/braskem-sa-80092141,Long Term Issuer Default Rating,CC,2026-02-12,Affirmed,,2026-06-08
,Braskem S.A.,https://www.fitchratings.com/entity/braskem-sa-80092141,Local Currency Long Term Issuer Default Rating,CC,2026-02-12,Affirmed,,2026-06-08
,Braskem S.A.,https://www.fitchratings.com/entity/braskem-sa-80092141,National Long Term Rating,CC(bra),2025-12-30,Downgrade,,2026-06-08
,EMAE - Empresa Metropolitana de Aguas e Energia S.A.,https://www.fitchratings.com/entity/emae-empresa-metropolitana-de-aguas-e-energia-sa-97685292,National Long Term Rating,AAA(bra),2026-02-10,Upgrade,Rating Outlook Stable,2026-06-08
,Refinaria de Mataripe S.A.,https://www.fitchratings.com/entity/refinaria-de-mataripe-sa-97631572,Long Term Issuer Default Rating,B+,2026-02-10,Affirmed,Rating Outlook Stable,2026-06-08
,Refinaria de Mataripe S.A.,https://www.fitchratings.com/entity/refinaria-de-mataripe-sa-97631572,Local Currency Long Term Issuer Default Rating,B+,2026-02-10,Affirmed,Rating Outlook Stable,2026-06-08
,Globo Comunicacao e Participacoes S.A.,https://www.fitchratings.com/entity/globo-comunicacao-e-participacoes-sa-87246572,Long Term Issuer Default Rating,BB+,2026-02-10,Affirmed,Rating Outlook Stable,2026-06-08
,Globo Comunicacao e Participacoes S.A.,https://www.fitchratings.com/entity/globo-comunicacao-e-participacoes-sa-87246572,Local Currency Long Term Issuer Default Rating,BB+,2026-02-10,Affirmed,Rating Outlook Stable,2026-06-08
,Globo Comunicacao e Participacoes S.A.,https://www.fitchratings.com/entity/globo-comunicacao-e-participacoes-sa-87246572,National Long Term Rating,AAA(bra),2025-11-25,Affirmed,Rating Outlook Stable,2026-06-08
,VPorts Autoridade Portuaria S.A.,https://www.fitchratings.com/entity/vports-autoridade-portuaria-sa-97598385,National Long Term Rating,AAA(bra),2026-02-06,Affirmed,Rating Outlook Stable,2026-06-08
,VIX Logistica S.A.,https://www.fitchratings.com/entity/vix-logistica-sa-96174956,National Long Term Rating,AA-(bra),2026-02-05,Affirmed,Rating Outlook Positive,2026-06-08
,Let's Rent a Car S.A.,https://www.fitchratings.com/entity/let-rent-car-sa-97516487,National Long Term Rating,AA-(bra),2026-02-05,Affirmed,Rating Outlook Positive,2026-06-08
,Companhia de Gas da Bahia - Bahiagas,https://www.fitchratings.com/entity/companhia-de-gas-da-bahia-bahiagas-96617901,National Long Term Rating,AA+(bra),2026-02-05,Affirmed,Rating Outlook Stable,2026-06-08
,J&F S.A.,https://www.fitchratings.com/entity/j-f-sa-91849894,Long Term Issuer Default Rating,BB+,2026-02-03,Publish,Rating Outlook Stable,2026-06-08
,J&F S.A.,https://www.fitchratings.com/entity/j-f-sa-91849894,Local Currency Long Term Issuer Default Rating,BB+,2026-02-03,Publish,Rating Outlook Stable,2026-06-08
,J&F S.A.,https://www.fitchratings.com/entity/j-f-sa-91849894,National Long Term Rating,AAA(bra),2026-02-03,Publish,Rating Outlook Stable,2026-06-08
,Reag Asset Management Ltda.,https://www.fitchratings.com/entity/reag-gestora-de-recursos-ltda-96552069,Investment Management Quality Rating,WD,2026-01-30,Withdrawn,,2026-06-08
,Elekeiroz S/A,https://www.fitchratings.com/entity/elekeiroz-s-a-97577951,National Long Term Rating,WD(bra),2026-01-30,Withdrawn,,2026-06-08
,Sicredi Asset Management,https://www.fitchratings.com/entity/sicredi-asset-management-96720179,Investment Management Quality Rating,Strong,2026-01-23,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Paulista de Forca e Luz (CPFL),https://www.fitchratings.com/entity/companhia-paulista-de-forca-e-luz-cpfl-80614495,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Geracao de Energia S.A.,https://www.fitchratings.com/entity/cpfl-geracao-de-energia-sa-94139890,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Energias Renovaveis S.A.,https://www.fitchratings.com/entity/cpfl-energias-renovaveis-sa-96223356,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Piratininga de Forca e Luz,https://www.fitchratings.com/entity/cia-piratininga-de-forca-e-luz-sa-91549891,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,RGE Sul Distribuidora de Energia S.A.,https://www.fitchratings.com/entity/rge-sul-distribuidora-de-energia-sa-96554699,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Comercializacao Brasil S.A.,https://www.fitchratings.com/entity/cpfl-comercializacao-brasil-sa-96953770,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Jaguari de Energia,https://www.fitchratings.com/entity/companhia-jaguari-de-energia-97453053,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,CPFL Transmissao S.A.,https://www.fitchratings.com/entity/companhia-estadual-de-transmissao-de-energia-eletrica-ceee-t-97453517,National Long Term Rating,AAA(bra),2026-01-22,Affirmed,Rating Outlook Stable,2026-06-08
,RC Holding S.A.,https://www.fitchratings.com/entity/reag-capital-holding-sa-97502100,National Long Term Rating,WD(bra),2026-01-21,Withdrawn,,2026-06-08
,RC Holding S.A.,https://www.fitchratings.com/entity/reag-capital-holding-sa-97502100,National Short Term Rating,WD(bra),2026-01-21,Withdrawn,,2026-06-08
,BRK Ambiental Participacoes S.A.,https://www.fitchratings.com/entity/brk-ambiental-participacoes-sa-96495926,National Long Term Rating,WD(bra),2026-01-19,Withdrawn,,2026-06-08
,Guararapes Confeccoes S.A.,https://www.fitchratings.com/entity/guararapes-confeccoes-sa-95232490,National Long Term Rating,AA-(bra),2026-01-19,Upgrade,Rating Outlook Stable,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,Long Term Issuer Default Rating,BB,2026-01-13,Affirmed,Rating Outlook Stable,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,Short Term Issuer Default Rating,B,2026-01-13,Affirmed,,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,Local Currency Long Term Issuer Default Rating,BB,2026-01-13,Affirmed,Rating Outlook Stable,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,Standalone Credit Profile,a,2026-01-13,Affirmed,,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,National Long Term Rating,AAA(bra),2026-01-13,Affirmed,Rating Outlook Stable,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,Local Currency Short Term Issuer Default Rating,B,2026-01-13,Affirmed,,2026-06-08
,Municipality of Niteroi,https://www.fitchratings.com/entity/municipality-of-niteroi-96700906,National Short Term Rating,F1+(bra),2026-01-13,Affirmed,,2026-06-08
,TECP - Transmissora de Energia Central Paulistana S.A.,https://www.fitchratings.com/entity/tecp-transmissora-de-energia-central-paulistana-sa-97814493,National Long Term Rating,AAA(bra),2026-01-09,New Rating,Rating Outlook Stable,2026-06-08
,Rodobens Administradora de Consorcios Ltda,https://www.fitchratings.com/entity/rodobens-administradora-de-consorcios-ltda-96165833,National Long Term Rating,AA+(bra),2026-01-09,Publish,Rating Outlook Stable,2026-06-08
,Rodobens Administradora de Consorcios Ltda,https://www.fitchratings.com/entity/rodobens-administradora-de-consorcios-ltda-96165833,National Short Term Rating,F1+(bra),2026-01-09,Publish,,2026-06-08
,PBG S/A,https://www.fitchratings.com/entity/pbg-s-a-97027261,National Long Term Rating,BBB(bra),2026-01-09,Review - No Action,Rating Outlook Stable,2026-06-08
,Bradespar S.A.,https://www.fitchratings.com/entity/bradespar-sa-87072170,National Long Term Rating,AAA(bra),2026-01-06,Affirmed,Rating Outlook Stable,2026-06-08
,CESP - Companhia Energetica de Sao Paulo,https://www.fitchratings.com/entity/cesp-companhia-energetica-de-sao-paulo-97003909,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,CESP - Companhia Energetica de Sao Paulo,https://www.fitchratings.com/entity/cesp-companhia-energetica-de-sao-paulo-97003909,Long Term Issuer Default Rating,WD,2023-10-24,Withdrawn,,2026-06-08
,CESP - Companhia Energetica de Sao Paulo,https://www.fitchratings.com/entity/cesp-companhia-energetica-de-sao-paulo-97003909,Local Currency Long Term Issuer Default Rating,WD,2023-10-24,Withdrawn,,2026-06-08
,AES Tucano Holding II S.A.,https://www.fitchratings.com/entity/aes-tucano-holding-ii-sa-97281834,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,Potengi Holdings S.A.,https://www.fitchratings.com/entity/potengi-holdings-sa-97542650,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,Ventos de Santa Tereza 07 Energias Renovaveis S.A.,https://www.fitchratings.com/entity/ventos-de-santa-tereza-07-energias-renovaveis-sa-97591492,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,Auren Participacoes S.A.,https://www.fitchratings.com/entity/aes-brasil-energia-sa-97281499,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,Veleiros Holdings S.A.,https://www.fitchratings.com/entity/veleiros-holdings-sa-97542659,National Long Term Rating,AAA(bra),2025-12-30,Affirmed,Rating Outlook Stable,2026-06-08
,Foz do Rio Claro Energia S.A.,https://www.fitchratings.com/entity/foz-do-rio-claro-energia-sa-97281038,National Long Term Rating,WD(bra),2025-12-23,Withdrawn,,2026-06-08
,AETE - Amazonia Empresa Transmissora de Energia S.A.,https://www.fitchratings.com/entity/aete-amazonia-empresa-transmissora-de-energia-sa-97129815,National Long Term Rating,WD(bra),2025-12-23,Withdrawn,,2026-06-08
,Sociedade de Abastecimento de Agua e Saneamento S.A.,https://www.fitchratings.com/entity/sociedade-de-abastecimento-de-agua-e-saneamento-sa-96230976,National Long Term Rating,BB+(bra),2025-12-22,Downgrade,Rating Watch Negative,2026-06-08
,BNP Paribas Asset Management Brasil Ltda.,https://www.fitchratings.com/entity/bnp-paribas-asset-management-brasil-ltda-95356890,Investment Management Quality Rating,Excellent,2025-12-22,Affirmed,Rating Outlook Stable,2026-06-08
,BNP Paribas Asset Management Brasil Ltda.,https://www.fitchratings.com/entity/bnp-paribas-asset-management-brasil-ltda-95356890,Asset Manager Rating,WD,2017-03-06,Withdrawn,,2026-06-08
,Tucano Holding III S.A.,https://www.fitchratings.com/entity/tucano-holdings-iii-sa-97282626,National Long Term Rating,AA+(bra),2025-12-19,Affirmed,Rating Outlook Positive,2026-06-08
,Grupo SBF S.A.,https://www.fitchratings.com/entity/grupo-sbf-sa-96660728,National Long Term Rating,AA(bra),2025-12-19,Upgrade,Rating Outlook Stable,2026-06-08
,Fisia Comercio de Produtos Esportivos S.A.,https://www.fitchratings.com/entity/fisia-comercio-de-produtos-esportivos-sa-97462128,National Long Term Rating,AA(bra),2025-12-19,Upgrade,Rating Outlook Stable,2026-06-08
,SBF Comercio de Produtos Esportivos S.A.,https://www.fitchratings.com/entity/sbf-comercio-de-produtos-esportivos-sa-97028200,National Long Term Rating,AA(bra),2025-12-19,Upgrade,Rating Outlook Stable,2026-06-08
,C&A Modas S.A.,https://www.fitchratings.com/entity/c-a-modas-sa-97131987,National Long Term Rating,AA(bra),2025-12-19,Upgrade,Rating Outlook Stable,2026-06-08
,Vinci Energia Sustentavel Fundo de Investimento em Direitos Creditorios,https://www.fitchratings.com/entity/vinci-energia-sustentavel-fundo-de-investimento-em-direitos-creditorios-96577741,National Fund Credit Quality Rating,AAf(bra),2025-12-19,Affirmed,,2026-06-08
,Vinci Credito Infra Institucional Fundo Incentivado de Investimento em Infraestrutura Renda Fixa,https://www.fitchratings.com/entity/vinci-credito-infra-institucional-fundo-incentivado-de-investimento-em-infraestrutura-renda-fixa-97432394,National Fund Credit Quality Rating,AAf(bra),2025-12-19,Affirmed,,2026-06-08
,"Portoseg S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/portoseg-sa-credito-financiamento-e-investimento-96477909,National Short Term Rating,F1+(bra),2025-12-18,Affirmed,,2026-06-08
,"Portoseg S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/portoseg-sa-credito-financiamento-e-investimento-96477909,National Long Term Rating,AAA(bra),2025-12-18,Upgrade,Rating Outlook Stable,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,Long Term Issuer Default Rating,BB,2025-12-17,Affirmed,Rating Outlook Stable,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,Short Term Issuer Default Rating,B,2025-12-17,Affirmed,,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,National Long Term Rating,AAA(bra),2025-12-17,Affirmed,Rating Outlook Stable,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,Local Currency Short Term Issuer Default Rating,B,2025-12-17,Affirmed,,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,Standalone Credit Profile,b+,2025-12-17,Affirmed,,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,National Short Term Rating,F1+(bra),2025-12-17,Affirmed,,2026-06-08
,Estado de Alagoas,https://www.fitchratings.com/entity/estado-de-alagoas-97074243,Local Currency Long Term Issuer Default Rating,BB,2025-12-17,Affirmed,Rating Outlook Stable,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Long Term Issuer Default Rating,BB-,2025-12-16,Publish,Rating Outlook Stable,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Short Term Issuer Default Rating,B,2025-12-16,Publish,,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Local Currency Long Term Issuer Default Rating,BB-,2025-12-16,Publish,Rating Outlook Stable,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Local Currency Short Term Issuer Default Rating,B,2025-12-16,Publish,,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Government Support Rating,ns,2025-12-16,Publish,,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,Viability Rating,bb-,2025-12-16,Publish,,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,National Short Term Rating,F1(bra),2025-10-08,Affirmed,,2026-06-08
,Banco C6 S.A.,https://www.fitchratings.com/entity/banco-c6-sa-97531837,National Long Term Rating,A+(bra),2025-10-08,Upgrade,Rating Outlook Positive,2026-06-08
,"Qista S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/qista-sa-credito-financiamento-e-investimento-97651529,National Short Term Rating,F3(bra),2025-12-16,Affirmed,,2026-06-08
,"Qista S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/qista-sa-credito-financiamento-e-investimento-97651529,National Long Term Rating,BBB(bra),2025-12-16,Upgrade,Rating Outlook Stable,2026-06-08
,Athena Saude Brasil S.A.,https://www.fitchratings.com/entity/athena-saude-brasil-sa-97268134,National Long Term Rating,A(bra),2025-12-16,Affirmed,Rating Outlook Stable,2026-06-08
,Farmacia e Drogaria Nissei S.A.,https://www.fitchratings.com/entity/farmacia-e-drogaria-nissei-sa-97127704,National Long Term Rating,A-(bra),2025-12-16,Affirmed,Rating Outlook Stable,2026-06-08
,Hapvida Participacoes e Investimentos S.A.,https://www.fitchratings.com/entity/hapvida-participacoes-e-investimentos-sa-96783531,National Long Term Rating,AA+(bra),2025-12-15,Downgrade,Rating Outlook Stable,2026-06-08
,BancoSeguro S.A.,https://www.fitchratings.com/entity/bancoseguro-sa-97320721,National Long Term Rating,AAA(bra),2025-12-15,New Rating,Rating Outlook Stable,2026-06-08
,BancoSeguro S.A.,https://www.fitchratings.com/entity/bancoseguro-sa-97320721,National Short Term Rating,F1+(bra),2025-12-15,New Rating,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Long Term Issuer Default Rating,BB+,2025-12-12,Upgrade,Rating Outlook Stable,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Government Support Rating,ns,2025-12-12,Affirmed,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Local Currency Long Term Issuer Default Rating,BB+,2025-12-12,Upgrade,Rating Outlook Stable,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Support Rating Floor,WD,2022-06-28,Withdrawn,,2026-06-08
,BTG Pactual Holding S.A.,https://www.fitchratings.com/entity/btg-pactual-holding-sa-92310290,Support Rating,WD,2022-06-28,Withdrawn,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Long Term Issuer Default Rating,BB+,2025-12-12,Upgrade,Rating Outlook Stable,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Viability Rating,bb+,2025-12-12,Upgrade,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Local Currency Long Term Issuer Default Rating,BB+,2025-12-12,Upgrade,Rating Outlook Stable,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Government Support Rating,b+,2025-12-12,Upgrade,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Support Rating,WD,2022-06-28,Withdrawn,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Support Rating Floor,WD,2022-06-28,Withdrawn,,2026-06-08
,Banco BTG Pactual S.A.,https://www.fitchratings.com/entity/banco-btg-pactual-sa-80543465,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Government Support Rating,bb-,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Viability Rating,bb+,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Local Currency Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Support Rating Floor,WD,2022-01-24,Withdrawn,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Support Rating,WD,2022-01-24,Withdrawn,,2026-06-08
,Itau Unibanco S.A.,https://www.fitchratings.com/entity/itau-unibanco-sa-80089723,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Local Currency Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Government Support Rating,bb-,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Viability Rating,bb+,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Support Rating Floor,WD,2022-01-24,Withdrawn,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Support Rating,WD,2022-01-24,Withdrawn,,2026-06-08
,Itau Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80609415,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Government Support Rating,bb-,2025-12-12,Affirmed,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Viability Rating,bb+,2025-12-12,Affirmed,,2026-06-08
